camel6,big,false,0.357582092285
camel12,big,false,0.47181892395
camel6,big,false,1.50806212425
camel6,big,false,0.814185857773
camel29,big,false,0.250432014465
camel6,big,false,0.281093835831
camel14,big,false,0.313992977142
camel15,big,false,0.333306074142
camel6,big,false,0.311032772064
camel14,big,false,1.06504392624
camel6,big,false,0.200217008591
camel12,big,false,0.208441972733
camel7,big,false,0.45947599411
camel7,big,false,0.535238027573
camel14,big,false,0.331903934479
camel29,big,false,0.181032180786
camel12,big,false,0.302629947662
camel7,big,false,0.657113075256
camel14,big,false,1.75650191307
camel22,big,false,1.17845106125
camel20,big,false,11.7310011387
camel7,big,false,5.98458790779
camel29,big,false,3.58111381531
camel29,big,true,0.
camel29,big,true,0.
camel29,big,true,0.
camel29,big,true,0.
camel29,big,true,0.
